title,description,price,date_place
"Yamaha RN19 YZF-R1  
Occasion ab MFK 
Keine Sturzschäden 
Motorrad in Originalzustand","Sehr gepflegte Triumph Tiger Explorer 1200
Super Zustand, alle Optionen, alles funktioniert tadellos. Reifen sind ok
Umlackiert aus rein optischen Gründen, kein Unfall oder Umfaller
Ab MfK-a am 19.07.2023
Original Triumph Koffersatz inkl TopCase (Mit Fzg. Schlüssel bedienbar)
ABS, TC, Bordcomputer
Navigationsgerät wird mitgegeben.
Ersatz-Federbein mit 8000 km wird auch mitgegeben.
Verstellbare Aluminium Kupplung- und Bremshebel.
Sportliche, kurze Scheibe (auf Wunsch)
Reifendruckkontrolle
Sitzheizung
Servicebeläge und Originalteile werden mitgegeben",No price found,No date & place found
Sehr schöne Triumph Tiger Explorer 1200,"Sehr gepflegte Triumph Tiger Explorer 1200
Super Zustand, alle Optionen, alles funktioniert tadellos. Reifen sind ok
Umlackiert aus rein optischen Gründen, kein Unfall oder Umfaller
Ab MfK-a am 19.07.2023
Original Triumph Koffersatz inkl TopCase (Mit Fzg. Schlüssel bedienbar)
ABS, TC, Bordcomputer
Navigationsgerät wird mitgegeben.
Ersatz-Federbein mit 8000 km wird auch mitgegeben.
Verstellbare Aluminium Kupplung- und Bremshebel.
Sportliche, kurze Scheibe (auf Wunsch)
Reifendruckkontrolle
Sitzheizung
Servicebeläge und Originalteile werden mitgegeben",No price found,No date & place found
"Sehr gepflegte Triumph Tiger Explorer 1200
Super Zustand, alle Optionen, alles funktioniert tadellos. Reifen sind ok
Umlackiert aus rein optischen Gründen, kein Unfall oder Umfaller
Ab MfK-a am 19.07.2023
Original Triumph Koffersatz inkl TopCase (Mit Fzg. Schlüssel bedienbar)
ABS, TC, Bordcomputer
Navigationsgerät wird mitgegeben.
Ersatz-Federbein mit 8000 km wird auch mitgegeben.
Verstellbare Aluminium Kupplung- und Bremshebel.
Sportliche, kurze Scheibe (auf Wunsch)
Reifendruckkontrolle
Sitzheizung
Servicebeläge und Originalteile werden mitgegeben","Verkaufe meine BMW RnineT Urban, da es mein zweit Motorrad ist und ich sie fast nicht mehr fahre.
Einige Daten zur R9T:
1. Inverkehrssetzung: 23.05.2019
Letzter Service: 11.05.2022
Kilometerstand: 16?500
Zustand sehr gut und gepflegt
Zubehör:
-	Auspuffkrümmer verchromt
-	Griffheizung
-	LED-Blinkleuchten
-	Kreuzspeicherräder
-	ASC
-	Heckumbau Enduro von Wunderlich, Originalheck wird mitgeliefert
-	Handprotektoren von Wunderlich
-	Seitenständer
-	Seitentaschen von Wunderlich",No price found,No date & place found
BMW R Ninet Urban G/S /L9,"Verkaufe meine BMW RnineT Urban, da es mein zweit Motorrad ist und ich sie fast nicht mehr fahre.
Einige Daten zur R9T:
1. Inverkehrssetzung: 23.05.2019
Letzter Service: 11.05.2022
Kilometerstand: 16?500
Zustand sehr gut und gepflegt
Zubehör:
-	Auspuffkrümmer verchromt
-	Griffheizung
-	LED-Blinkleuchten
-	Kreuzspeicherräder
-	ASC
-	Heckumbau Enduro von Wunderlich, Originalheck wird mitgeliefert
-	Handprotektoren von Wunderlich
-	Seitenständer
-	Seitentaschen von Wunderlich",No price found,No date & place found
"Verkaufe meine BMW RnineT Urban, da es mein zweit Motorrad ist und ich sie fast nicht mehr fahre.
Einige Daten zur R9T:
1. Inverkehrssetzung: 23.05.2019
Letzter Service: 11.05.2022
Kilometerstand: 16?500
Zustand sehr gut und gepflegt
Zubehör:
-	Auspuffkrümmer verchromt
-	Griffheizung
-	LED-Blinkleuchten
-	Kreuzspeicherräder
-	ASC
-	Heckumbau Enduro von Wunderlich, Originalheck wird mitgeliefert
-	Handprotektoren von Wunderlich
-	Seitenständer
-	Seitentaschen von Wunderlich","Service a jours, moto en superbe état.",No price found,No date & place found
HONDA CMX500 Rebel,"Service a jours, moto en superbe état.",No price found,No date & place found
"Service a jours, moto en superbe état.","Guten Tag, 

ich verkaufe hier schweren Herzens meinen BMW C400X da ich zeitlich kaum mehr zum fahren komme. Ich habe ihn damals mit 4500 km gekauft und bin der zweite Besitzer.
Bis zum nächsten Service sind es etwa 8000km. Der hintere Reifen hat noch etwa 80%, der Vorderreifen hat etwa 20% Also müsste erneuert werden. Die Maschine wurde immer stehts von mir gepflegt. Dazu gibt es einen großen Koffer der im Volumen verstellbar ist. Falls Sie Interesse haben können Sie mir gerne schreiben.



Privatverkauf keine Garantie oder Rücknahme",No price found,No date & place found
Bmw C400X Roller/Motorrad,"Guten Tag, 

ich verkaufe hier schweren Herzens meinen BMW C400X da ich zeitlich kaum mehr zum fahren komme. Ich habe ihn damals mit 4500 km gekauft und bin der zweite Besitzer.
Bis zum nächsten Service sind es etwa 8000km. Der hintere Reifen hat noch etwa 80%, der Vorderreifen hat etwa 20% Also müsste erneuert werden. Die Maschine wurde immer stehts von mir gepflegt. Dazu gibt es einen großen Koffer der im Volumen verstellbar ist. Falls Sie Interesse haben können Sie mir gerne schreiben.



Privatverkauf keine Garantie oder Rücknahme",No price found,No date & place found
"Guten Tag, 

ich verkaufe hier schweren Herzens meinen BMW C400X da ich zeitlich kaum mehr zum fahren komme. Ich habe ihn damals mit 4500 km gekauft und bin der zweite Besitzer.
Bis zum nächsten Service sind es etwa 8000km. Der hintere Reifen hat noch etwa 80%, der Vorderreifen hat etwa 20% Also müsste erneuert werden. Die Maschine wurde immer stehts von mir gepflegt. Dazu gibt es einen großen Koffer der im Volumen verstellbar ist. Falls Sie Interesse haben können Sie mir gerne schreiben.



Privatverkauf keine Garantie oder Rücknahme","SMR 450 Vergaser Modell
Ca 80Std 
Stand die letzten 4 Jahre.
Guter allgemeinzustand.
Vorne und Hinten 17 Zoll
Magura Bremse
Akrapovic Endtopf
Service wird frisch gemacht.
Nur für die Rennstrecke kann nicht eingelöst werden.",No price found,No date & place found
KTM SMR 450 2009,"SMR 450 Vergaser Modell
Ca 80Std 
Stand die letzten 4 Jahre.
Guter allgemeinzustand.
Vorne und Hinten 17 Zoll
Magura Bremse
Akrapovic Endtopf
Service wird frisch gemacht.
Nur für die Rennstrecke kann nicht eingelöst werden.",No price found,No date & place found
"SMR 450 Vergaser Modell
Ca 80Std 
Stand die letzten 4 Jahre.
Guter allgemeinzustand.
Vorne und Hinten 17 Zoll
Magura Bremse
Akrapovic Endtopf
Service wird frisch gemacht.
Nur für die Rennstrecke kann nicht eingelöst werden.",geprüft 08.24 3weg Katalysator ABS  Heizbare Griffe Kofferhalter links/rechts Motorschutzbügel Vollverschalung,No price found,No date & place found
Tourenmaschine,geprüft 08.24 3weg Katalysator ABS  Heizbare Griffe Kofferhalter links/rechts Motorschutzbügel Vollverschalung,No price found,No date & place found
geprüft 08.24 3weg Katalysator ABS  Heizbare Griffe Kofferhalter links/rechts Motorschutzbügel Vollverschalung,"Schöne Ducati Monster 620 i.e. grau in gutem Zustand mit wenig Gebrauchsspuren. Kilometerstand 11'800, KW44, MFK Mai 2024. Mit viel Carbon Ausstattung. Für die Optik kurzes Heck und spezial Blinker.

Kann in 8602 Wangen besichtigt und probegefahren werden.",No price found,No date & place found
Ducati Monster 620 i.e.,"Schöne Ducati Monster 620 i.e. grau in gutem Zustand mit wenig Gebrauchsspuren. Kilometerstand 11'800, KW44, MFK Mai 2024. Mit viel Carbon Ausstattung. Für die Optik kurzes Heck und spezial Blinker.

Kann in 8602 Wangen besichtigt und probegefahren werden.",No price found,No date & place found
"Schöne Ducati Monster 620 i.e. grau in gutem Zustand mit wenig Gebrauchsspuren. Kilometerstand 11'800, KW44, MFK Mai 2024. Mit viel Carbon Ausstattung. Für die Optik kurzes Heck und spezial Blinker.

Kann in 8602 Wangen besichtigt und probegefahren werden.","Zu verkaufen Mofa Ktm gp 30.Das Mofa läuft sauber.Es  hat einen Puch E50 Motor verbaut.Das Mofa hat Ähnlichkeit mit einem Puch Maxi S.Alles funktioniert,das Mofa hat noch den Originalen Lack.Bei Fragen melden.
Besichtigung und Probefahrt möglich.",No price found,No date & place found
Zu verkaufen Mofa Ktm gp 30,"Zu verkaufen Mofa Ktm gp 30.Das Mofa läuft sauber.Es  hat einen Puch E50 Motor verbaut.Das Mofa hat Ähnlichkeit mit einem Puch Maxi S.Alles funktioniert,das Mofa hat noch den Originalen Lack.Bei Fragen melden.
Besichtigung und Probefahrt möglich.",No price found,No date & place found
"Zu verkaufen Mofa Ktm gp 30.Das Mofa läuft sauber.Es  hat einen Puch E50 Motor verbaut.Das Mofa hat Ähnlichkeit mit einem Puch Maxi S.Alles funktioniert,das Mofa hat noch den Originalen Lack.Bei Fragen melden.
Besichtigung und Probefahrt möglich.","Diverse Zubehör, kann gerne besichtigt werden.",No price found,No date & place found
KTM 1290 Superduke R,"Diverse Zubehör, kann gerne besichtigt werden.",No price found,No date & place found
"Diverse Zubehör, kann gerne besichtigt werden.","Hiermit biete ich meine Husaberg FE 350 zum Verkauf an.

Details:
- Baujahr: 2013
- ca. 6000km
- ca. 145bh
- kein renn gebrauch
- kein Unfallfahrzeug 
- Zündschloss nachgerüstet 
- grosse Moto-Master Bremsscheibe vorne
- letzter MFK: 07.2024
- Diverse Ersatz und Zubehör teile
- Drosselkit vorhanden
- Preis Verhandelbar 

Bei Interesse und weiteren Fragen dürfen Sie sich gerne bei mir melden. 

Der verkauf erfolgt ab platz ohne Garantie.",No price found,No date & place found
Husaberg FE 350,"Hiermit biete ich meine Husaberg FE 350 zum Verkauf an.

Details:
- Baujahr: 2013
- ca. 6000km
- ca. 145bh
- kein renn gebrauch
- kein Unfallfahrzeug 
- Zündschloss nachgerüstet 
- grosse Moto-Master Bremsscheibe vorne
- letzter MFK: 07.2024
- Diverse Ersatz und Zubehör teile
- Drosselkit vorhanden
- Preis Verhandelbar 

Bei Interesse und weiteren Fragen dürfen Sie sich gerne bei mir melden. 

Der verkauf erfolgt ab platz ohne Garantie.",No price found,No date & place found
"Hiermit biete ich meine Husaberg FE 350 zum Verkauf an.

Details:
- Baujahr: 2013
- ca. 6000km
- ca. 145bh
- kein renn gebrauch
- kein Unfallfahrzeug 
- Zündschloss nachgerüstet 
- grosse Moto-Master Bremsscheibe vorne
- letzter MFK: 07.2024
- Diverse Ersatz und Zubehör teile
- Drosselkit vorhanden
- Preis Verhandelbar 

Bei Interesse und weiteren Fragen dürfen Sie sich gerne bei mir melden. 

Der verkauf erfolgt ab platz ohne Garantie.","Superbe BMW R1250GS

- HP Edition 2020 avec 6'000Km

- Version très équipée avec tous les modes de conduites Pro

- Historique disponible, véhicule proche du Neuf.

Equipée des Packs:

+ Pack Confort
+ Pack Touring
+ Pack Dynamic
+ Pack Sozius

Avec:

+ Protections et renfort poignées
+ Keyless
+ Shifter Pro
+ Feux Led
+ Poignées chauffantes
+ Système de support GPS
+ Régulateur de vitesse
+ Electronic Suspension ESA
+ Régulation antipatinage
+ Double selle confort
+ Béquille centrale
+ Jantes à rayons
+ Mode conduite Pro
+ Topcase BMW Vario
+ SOS Emergency Call
+ Protection de phare
+ Et plus encore...

- Disponible uniquement sur rendez-vous pour toutes visites et essai.

D'autres motos en stock disponible chez RDS Motors ou demande sur mesure du véhicule de votre choix.

La liste des options est susceptible da varier selon l'annonce.",No price found,No date & place found
BMW R 1250 GS ABS,"Superbe BMW R1250GS

- HP Edition 2020 avec 6'000Km

- Version très équipée avec tous les modes de conduites Pro

- Historique disponible, véhicule proche du Neuf.

Equipée des Packs:

+ Pack Confort
+ Pack Touring
+ Pack Dynamic
+ Pack Sozius

Avec:

+ Protections et renfort poignées
+ Keyless
+ Shifter Pro
+ Feux Led
+ Poignées chauffantes
+ Système de support GPS
+ Régulateur de vitesse
+ Electronic Suspension ESA
+ Régulation antipatinage
+ Double selle confort
+ Béquille centrale
+ Jantes à rayons
+ Mode conduite Pro
+ Topcase BMW Vario
+ SOS Emergency Call
+ Protection de phare
+ Et plus encore...

- Disponible uniquement sur rendez-vous pour toutes visites et essai.

D'autres motos en stock disponible chez RDS Motors ou demande sur mesure du véhicule de votre choix.

La liste des options est susceptible da varier selon l'annonce.",No price found,No date & place found
"Superbe BMW R1250GS

- HP Edition 2020 avec 6'000Km

- Version très équipée avec tous les modes de conduites Pro

- Historique disponible, véhicule proche du Neuf.

Equipée des Packs:

+ Pack Confort
+ Pack Touring
+ Pack Dynamic
+ Pack Sozius

Avec:

+ Protections et renfort poignées
+ Keyless
+ Shifter Pro
+ Feux Led
+ Poignées chauffantes
+ Système de support GPS
+ Régulateur de vitesse
+ Electronic Suspension ESA
+ Régulation antipatinage
+ Double selle confort
+ Béquille centrale
+ Jantes à rayons
+ Mode conduite Pro
+ Topcase BMW Vario
+ SOS Emergency Call
+ Protection de phare
+ Et plus encore...

- Disponible uniquement sur rendez-vous pour toutes visites et essai.

D'autres motos en stock disponible chez RDS Motors ou demande sur mesure du véhicule de votre choix.

La liste des options est susceptible da varier selon l'annonce.","Technische Details:
Occasion 6285 km 
Modell YUMMY / Jonway / Toledo

Motor Bürstenloser Elektromotor

Straßenzulassung mit LED-Beleuchtung. vorne/hinten Scheibenbremse

Handbremse/ Außenspiegel verstellbar. Fahrersitz verstellbar

Blinkanlage / Beifahrersitz / Rückfahrkamera/Scheibenwischer /

MP3-Player und FM Radio / Alufelgen.

Motorleistung	500-1000/2000 Watt
Höchstgeschwindigkeit	20 km/h oder 45km/h
Akkukapazität	45 Ampère
Akkuspannung	60 Volt
Reichweite	35-km - 40 km
Ladezeit	6-8 Stunden
Gewicht	350 kg
Nutzlast	160 kg
Verfügbare Farben	Anfrage
Fahrausweis notwendig	Nein",No price found,No date & place found
Kabinenroller,"Technische Details:
Occasion 6285 km 
Modell YUMMY / Jonway / Toledo

Motor Bürstenloser Elektromotor

Straßenzulassung mit LED-Beleuchtung. vorne/hinten Scheibenbremse

Handbremse/ Außenspiegel verstellbar. Fahrersitz verstellbar

Blinkanlage / Beifahrersitz / Rückfahrkamera/Scheibenwischer /

MP3-Player und FM Radio / Alufelgen.

Motorleistung	500-1000/2000 Watt
Höchstgeschwindigkeit	20 km/h oder 45km/h
Akkukapazität	45 Ampère
Akkuspannung	60 Volt
Reichweite	35-km - 40 km
Ladezeit	6-8 Stunden
Gewicht	350 kg
Nutzlast	160 kg
Verfügbare Farben	Anfrage
Fahrausweis notwendig	Nein",No price found,No date & place found
"Technische Details:
Occasion 6285 km 
Modell YUMMY / Jonway / Toledo

Motor Bürstenloser Elektromotor

Straßenzulassung mit LED-Beleuchtung. vorne/hinten Scheibenbremse

Handbremse/ Außenspiegel verstellbar. Fahrersitz verstellbar

Blinkanlage / Beifahrersitz / Rückfahrkamera/Scheibenwischer /

MP3-Player und FM Radio / Alufelgen.

Motorleistung	500-1000/2000 Watt
Höchstgeschwindigkeit	20 km/h oder 45km/h
Akkukapazität	45 Ampère
Akkuspannung	60 Volt
Reichweite	35-km - 40 km
Ladezeit	6-8 Stunden
Gewicht	350 kg
Nutzlast	160 kg
Verfügbare Farben	Anfrage
Fahrausweis notwendig	Nein","Verkaufe meine treue Suzuki GS500 wegen einer Neuanschaffung.

Der Töff hat seit Anfangs September 2023 brandneue Pirelli SportDemons drauf, und am 27.9.23 wurde die letzte MFK gemacht.

In dem Sinne ist er in gutem Zustand und Fahrbereit.

Von mir wurde er eigentlich als Lehrfahrzeug gefahren, und von den Vorbesitzern wahrscheinlich auch. Dementsprechend hat er an den Lenkerenden ein paar Kratzer sowie an den Kurbelwellendeckeln.

Der Sattel wurde vor einem Jahr neu bespannt und die Rückspiegel ersetzt. 

Als Zubehör gebe ich noch die originalen Halogen / Glühbirnenblinker mit, welche mit den Momentan installierten LED Blinkern ersetzt wurden. Dasselbe gilt für die Rückspiegel.

Die Dichtung des Kurbelwellengehäuses sollte ersetzt werden, manchmal drücken ein paar Tropfen durch. 

Bei Fragen / Besichtigung können Sie sich jederzeit bei mir Melden Tel: 076 510 18 08. 

Preis ist Verhandelbar.",No price found,No date & place found
Suzuki GS500U 25kW,"Verkaufe meine treue Suzuki GS500 wegen einer Neuanschaffung.

Der Töff hat seit Anfangs September 2023 brandneue Pirelli SportDemons drauf, und am 27.9.23 wurde die letzte MFK gemacht.

In dem Sinne ist er in gutem Zustand und Fahrbereit.

Von mir wurde er eigentlich als Lehrfahrzeug gefahren, und von den Vorbesitzern wahrscheinlich auch. Dementsprechend hat er an den Lenkerenden ein paar Kratzer sowie an den Kurbelwellendeckeln.

Der Sattel wurde vor einem Jahr neu bespannt und die Rückspiegel ersetzt. 

Als Zubehör gebe ich noch die originalen Halogen / Glühbirnenblinker mit, welche mit den Momentan installierten LED Blinkern ersetzt wurden. Dasselbe gilt für die Rückspiegel.

Die Dichtung des Kurbelwellengehäuses sollte ersetzt werden, manchmal drücken ein paar Tropfen durch. 

Bei Fragen / Besichtigung können Sie sich jederzeit bei mir Melden Tel: 076 510 18 08. 

Preis ist Verhandelbar.",No price found,No date & place found
"Verkaufe meine treue Suzuki GS500 wegen einer Neuanschaffung.

Der Töff hat seit Anfangs September 2023 brandneue Pirelli SportDemons drauf, und am 27.9.23 wurde die letzte MFK gemacht.

In dem Sinne ist er in gutem Zustand und Fahrbereit.

Von mir wurde er eigentlich als Lehrfahrzeug gefahren, und von den Vorbesitzern wahrscheinlich auch. Dementsprechend hat er an den Lenkerenden ein paar Kratzer sowie an den Kurbelwellendeckeln.

Der Sattel wurde vor einem Jahr neu bespannt und die Rückspiegel ersetzt. 

Als Zubehör gebe ich noch die originalen Halogen / Glühbirnenblinker mit, welche mit den Momentan installierten LED Blinkern ersetzt wurden. Dasselbe gilt für die Rückspiegel.

Die Dichtung des Kurbelwellengehäuses sollte ersetzt werden, manchmal drücken ein paar Tropfen durch. 

Bei Fragen / Besichtigung können Sie sich jederzeit bei mir Melden Tel: 076 510 18 08. 

Preis ist Verhandelbar.",No description found,No price found,No date & place found
Harley Davidson Dyna Fat Bob FXDF,"Harley Davidson Fat Bob FXDF, letzte MFK 2023, schweizer Zulassung.",No price found,No date & place found
"Harley Davidson Fat Bob FXDF, letzte MFK 2023, schweizer Zulassung.","Praktisch neues Motorrad zu verkaufen / nur 5?800km
Mit Rücken-Koffer, unfallfrei, keine Kratzer.
Service ist fällig kann mit einen Aufpreis gemacht werden.

Serienausstattung

182 DTC (Dynamische Traktionskontrolle)
590 LED-Blinkleuchten
5AC ABS Pro
7A6 3 Jahre Herstellergarantie
8CA EU-Umfang

Sonderausstattung:

230 Komfort-Paket
191 Dynamic ESA (Elektronisch gesteuertes Fahrwerk)
193 Keyless Ride (Schlüsselloses Starten)
636 Hauptständer
233 Touring-Paket
272 Vorbereitung für GPS-Navigationsgerät
538 Tempomat
Griffheizung

Neu hinzugefügt:

Sturzbügel oben und unten
Dunkel getönte Windschutzscheibe",No price found,No date & place found
BMW GS 750 F / 5800km,"Praktisch neues Motorrad zu verkaufen / nur 5?800km
Mit Rücken-Koffer, unfallfrei, keine Kratzer.
Service ist fällig kann mit einen Aufpreis gemacht werden.

Serienausstattung

182 DTC (Dynamische Traktionskontrolle)
590 LED-Blinkleuchten
5AC ABS Pro
7A6 3 Jahre Herstellergarantie
8CA EU-Umfang

Sonderausstattung:

230 Komfort-Paket
191 Dynamic ESA (Elektronisch gesteuertes Fahrwerk)
193 Keyless Ride (Schlüsselloses Starten)
636 Hauptständer
233 Touring-Paket
272 Vorbereitung für GPS-Navigationsgerät
538 Tempomat
Griffheizung

Neu hinzugefügt:

Sturzbügel oben und unten
Dunkel getönte Windschutzscheibe",No price found,No date & place found
"Praktisch neues Motorrad zu verkaufen / nur 5?800km
Mit Rücken-Koffer, unfallfrei, keine Kratzer.
Service ist fällig kann mit einen Aufpreis gemacht werden.

Serienausstattung

182 DTC (Dynamische Traktionskontrolle)
590 LED-Blinkleuchten
5AC ABS Pro
7A6 3 Jahre Herstellergarantie
8CA EU-Umfang

Sonderausstattung:

230 Komfort-Paket
191 Dynamic ESA (Elektronisch gesteuertes Fahrwerk)
193 Keyless Ride (Schlüsselloses Starten)
636 Hauptständer
233 Touring-Paket
272 Vorbereitung für GPS-Navigationsgerät
538 Tempomat
Griffheizung

Neu hinzugefügt:

Sturzbügel oben und unten
Dunkel getönte Windschutzscheibe","Unfallmotorrad 

Kawasaki Ninja 125ccm 
Modell 2022 schwarz 

Wie auf den Fotos zu sehen, ist nur der vordere Bereich des Motorrades beschädigt. 
Die geschätzen Reparaturkosten liegen bei 1500.- CHF. 
Fahrzeugausweis sowie alle Dokumente sind vorhanden. 

LeoVince Auspuff mit Lizenz
 
Preis ist verhandelbar. 

Mit diesem Motorrad + Reparaturkosten haben Sie für etwa 3500.- eine neue Kawasaki Ninja 125ccm. Dies liegt 2000.- unter dem Normalpreis für dieses Motorrad. 

Lieferung müsste besprochen werden, Abholung wäre gewünscht. 

Bei Interesse gerne melden.",No price found,No date & place found
Kawasaki Ninja 125ccm,"Unfallmotorrad 

Kawasaki Ninja 125ccm 
Modell 2022 schwarz 

Wie auf den Fotos zu sehen, ist nur der vordere Bereich des Motorrades beschädigt. 
Die geschätzen Reparaturkosten liegen bei 1500.- CHF. 
Fahrzeugausweis sowie alle Dokumente sind vorhanden. 

LeoVince Auspuff mit Lizenz
 
Preis ist verhandelbar. 

Mit diesem Motorrad + Reparaturkosten haben Sie für etwa 3500.- eine neue Kawasaki Ninja 125ccm. Dies liegt 2000.- unter dem Normalpreis für dieses Motorrad. 

Lieferung müsste besprochen werden, Abholung wäre gewünscht. 

Bei Interesse gerne melden.",No price found,No date & place found
"Unfallmotorrad 

Kawasaki Ninja 125ccm 
Modell 2022 schwarz 

Wie auf den Fotos zu sehen, ist nur der vordere Bereich des Motorrades beschädigt. 
Die geschätzen Reparaturkosten liegen bei 1500.- CHF. 
Fahrzeugausweis sowie alle Dokumente sind vorhanden. 

LeoVince Auspuff mit Lizenz
 
Preis ist verhandelbar. 

Mit diesem Motorrad + Reparaturkosten haben Sie für etwa 3500.- eine neue Kawasaki Ninja 125ccm. Dies liegt 2000.- unter dem Normalpreis für dieses Motorrad. 

Lieferung müsste besprochen werden, Abholung wäre gewünscht. 

Bei Interesse gerne melden.","Details:
- Baujahr: 2013
- ca. 6000km
- ca. 145bh
- kein renn gebrauch
- kein Unfallfahrzeug 
- Zündschloss nachgerüstet 
- grosse Moto-Master Bremsscheibe vorne
- letzter MFK: 07.2024
- Diverse Ersatz und Zubehör teile
- Drosselkit vorhanden
- Preis Verhandelbar",No price found,No date & place found
Husaberg fe350,"Details:
- Baujahr: 2013
- ca. 6000km
- ca. 145bh
- kein renn gebrauch
- kein Unfallfahrzeug 
- Zündschloss nachgerüstet 
- grosse Moto-Master Bremsscheibe vorne
- letzter MFK: 07.2024
- Diverse Ersatz und Zubehör teile
- Drosselkit vorhanden
- Preis Verhandelbar",No price found,No date & place found
"Details:
- Baujahr: 2013
- ca. 6000km
- ca. 145bh
- kein renn gebrauch
- kein Unfallfahrzeug 
- Zündschloss nachgerüstet 
- grosse Moto-Master Bremsscheibe vorne
- letzter MFK: 07.2024
- Diverse Ersatz und Zubehör teile
- Drosselkit vorhanden
- Preis Verhandelbar","Piaggio Ciao C7V Baujahr 1968
Mit Ausweis
Wurde komplett überholt !
Alles Orginal bis auf den Lenker und Auspuff.
Rahmennummer so wie die Motorennummer sind 5 Stellig, Motor ist noch der Orginale, wurde aber fachmännisch revidiert.

Seitenverschalung und die Lampe sind auch Orginal aus einem Piaggio Restbestand, keine China Replikas !

Von Rund 3.5 Millionen Produzierten Ciao's
Ist diese Serie, mit einer Stückzahl von ca. 12'000 exemplaren sehr rar und somit limitiert.

Infos:
dma motos
078 744 22 99
Waltenschwil",No price found,No date & place found
Piaggio ciao jg.1968 Variomat,"Piaggio Ciao C7V Baujahr 1968
Mit Ausweis
Wurde komplett überholt !
Alles Orginal bis auf den Lenker und Auspuff.
Rahmennummer so wie die Motorennummer sind 5 Stellig, Motor ist noch der Orginale, wurde aber fachmännisch revidiert.

Seitenverschalung und die Lampe sind auch Orginal aus einem Piaggio Restbestand, keine China Replikas !

Von Rund 3.5 Millionen Produzierten Ciao's
Ist diese Serie, mit einer Stückzahl von ca. 12'000 exemplaren sehr rar und somit limitiert.

Infos:
dma motos
078 744 22 99
Waltenschwil",No price found,No date & place found
"Piaggio Ciao C7V Baujahr 1968
Mit Ausweis
Wurde komplett überholt !
Alles Orginal bis auf den Lenker und Auspuff.
Rahmennummer so wie die Motorennummer sind 5 Stellig, Motor ist noch der Orginale, wurde aber fachmännisch revidiert.

Seitenverschalung und die Lampe sind auch Orginal aus einem Piaggio Restbestand, keine China Replikas !

Von Rund 3.5 Millionen Produzierten Ciao's
Ist diese Serie, mit einer Stückzahl von ca. 12'000 exemplaren sehr rar und somit limitiert.

Infos:
dma motos
078 744 22 99
Waltenschwil","Leider muss ich mich aus gesundheitlichen Gründen von meiner wunderschöner Honda F6C Valkyrie trennen. Die Honda Valkyrie ist in einem sehr guten Zustand und seit der letzten Prüfung nur ca. 400km gefahren. Frontscheibe ist vorhanden aber nicht montiert. Pneu sind fast neu, die Batterie wurde vor 5 Monaten ersetzt.",No price found,No date & place found
Honda GL1500 F6C Valkyrie,"Leider muss ich mich aus gesundheitlichen Gründen von meiner wunderschöner Honda F6C Valkyrie trennen. Die Honda Valkyrie ist in einem sehr guten Zustand und seit der letzten Prüfung nur ca. 400km gefahren. Frontscheibe ist vorhanden aber nicht montiert. Pneu sind fast neu, die Batterie wurde vor 5 Monaten ersetzt.",No price found,No date & place found
"Leider muss ich mich aus gesundheitlichen Gründen von meiner wunderschöner Honda F6C Valkyrie trennen. Die Honda Valkyrie ist in einem sehr guten Zustand und seit der letzten Prüfung nur ca. 400km gefahren. Frontscheibe ist vorhanden aber nicht montiert. Pneu sind fast neu, die Batterie wurde vor 5 Monaten ersetzt.",Ich verkaufe ZXR 750 H1 MOTOR.,No price found,No date & place found
ZXR 750 H1 MOTOR,Ich verkaufe ZXR 750 H1 MOTOR.,No price found,No date & place found
Ich verkaufe ZXR 750 H1 MOTOR.,"Sehr schöne KTM aus zweiter Hand - gemäss den Angaben vom Vorbesitzer hat sie gemessene 82PS

Service letzten Sommer gemacht, seitdem keine 100Km gefahren

Kit Evo 1 mit Luftfilter und Remuskompl.Anlage (Beiblatt mit EG-Genehmigung)
Kit Evo 2 Nockenwelle
Heckumbau mit Mini-LED-Blinker
Schwinge Pulverbeschichtet
Felgen und Plastik mit spez.Lack in blau, schwarz, violett Effekt (vom Spengler/Lackierer gemacht)
Ion Batterie
Sturzpad vo
Spez.Verschalung Gabel
Übersetzung 17:44
Spez. Bremsen vo
Lenkerspiegel
inkl. Heckständer

Z.z. funktioniert die Hinterradbremse nicht.

Das Motorrad wird privat ab Platz ohne Garantie verkauft. Wandelung und Minderung sind ausgeschlossen. Alle Angaben ohne Gewähr.",No price found,No date & place found
KTM 690 SMC-R Supermoto,"Sehr schöne KTM aus zweiter Hand - gemäss den Angaben vom Vorbesitzer hat sie gemessene 82PS

Service letzten Sommer gemacht, seitdem keine 100Km gefahren

Kit Evo 1 mit Luftfilter und Remuskompl.Anlage (Beiblatt mit EG-Genehmigung)
Kit Evo 2 Nockenwelle
Heckumbau mit Mini-LED-Blinker
Schwinge Pulverbeschichtet
Felgen und Plastik mit spez.Lack in blau, schwarz, violett Effekt (vom Spengler/Lackierer gemacht)
Ion Batterie
Sturzpad vo
Spez.Verschalung Gabel
Übersetzung 17:44
Spez. Bremsen vo
Lenkerspiegel
inkl. Heckständer

Z.z. funktioniert die Hinterradbremse nicht.

Das Motorrad wird privat ab Platz ohne Garantie verkauft. Wandelung und Minderung sind ausgeschlossen. Alle Angaben ohne Gewähr.",No price found,No date & place found
